QKEY,INTERVIEW_START_W68,INTERVIEW_END_W68,DEVICE_TYPE_W68,LANG_W68,FLOYDFOL_W68,FLOYDDISC_W68,FLOYDCOVER_W68,FLOYDATTN_W68,FLOYDATTN2_a_W68,FLOYDATTN2_b_W68,FLOYDATTN2_c_W68,FLOYDATTN2_d_W68,FLOYDATTN2_e_W68,FLOYDATTN2_f_W68,FLOYDPROT_a_W68,FLOYDPROT_b_W68,FLOYDPROT_c_W68,FLOYDPROT_d_W68,FLOYDTRUMPFOL_W68,FLOYDTRUMPMSSG_W68,FLOYDSTLOCFOL_W68,FLOYDSM_W68,LGLSTATUS_W68,DACA2018_W68,RACESURV20_W68,COVIDRACE2_a_W68,COVIDRACE2_b_W68,COVIDRACE2_c_W68,COVIDRACE2_d_W68,RACESURV53_a_W68,RACESURV53_b_W68,RACESURV53_e_W68,RACESURV53_f_W68,RACESURV53_h_W68,COVIDRACE3_a_W68,COVIDRACE3_b_W68,COVIDRACE3_c_W68,COVIDRACE3_d_W68,COVIDRACE7_a_W68,COVIDRACE7_b_W68,COVIDRACE7_c_W68,COVIDRACE7_d_W68,COVIDRACE8_W68,COVIDFOL_W68,COVIDCOVER1_W68,COVIDTRUMPFOL_W68,COVIDFACTS_a_W68,COVIDFACTS_b_W68,COVIDFACTS_c_W68,COVIDFACTS_d_W68,COVIDFACTS_e_W68,COVIDDEAL_W68,COVIDNEWSCHNG_a_W68,COVIDNEWSCHNG_b_W68,COVIDNEWSCHNG_c_W68,COVIDNEWSCHNG_d_W68,COVIDNEWSCHNG_e_W68,COVIDTOGETHER_W68,COVIDINFODIFF_W68,COVIDLOCINFO_W68,NEWSHEARD_l_W68,NEWSHEARD_m_W68,NEWSHEARD_n_W68,NEWSHEARD_o_W68,NEWSHEARD_g_W68,NEWSHEARD_i_W68,NEWSHEARD_j_W68,RACESURV14_W68,EQUALEFFECT_a_W68,EQUALEFFECT_b_W68,EQUALEFFECT_c_W68,EQUALEFFECT_d_W68,BLM_W68,RACEACTIVISM_a_W68,RACEACTIVISM_b_W68,RACEACTIVISM_c_W68,RACEACTIVISM_d_W68,RACEACTIVISM_e_W68,COVIDMV_a_W68,COVIDMV_b_W68,COVIDMVWY_W68,COVIDMVWRE_W68,COVIDMVIN_a_W68,COVIDMVIN_b_W68,COVIDMVIN_c_W68,COVIDMVIN_d_W68,COVIDMVKNW_W68,COVIDCOUNT_W68,COVIDCOUNT2_W68,COVIDSTYHM_W68,COVIDUNEMPLOY_W68,COVIDANTIBODIES_W68,KNOWFAUCI_W68,COVIDMASK1_W68,COVIDMASK2_W68,COVIDMASK3_W68,COVIDPLANHRD_W68,COVIDPLANTRUE_W68,COVIDPLANWATCH_W68,CAMPNII_W68,CAMP20INT_W68,CANDNEWS_a_W68,CANDNEWS_b_W68,GROUP_TRUST_a_W57,NEWS_MOST_W57,TALKPOL_W57,FOLELECT_W57,CR_PARTYNEWSUSE_W57,CR_NEWS_INFLU_W57,CR_DIG_SAV_W57,CR_MAINSOPOL_GROUPS_W57,CR_KNOWLEDGE_INDEX_W57,COVIDNEWSRELY_W66,CR_COVID_DEATHS_CNTY_W68,CR_COVID_DEATHS_PERCAP_W68,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,FLAG_W68,WEIGHT_W68
628412,6/5/2020 20:41,6/9/2020 15:24,2,1,1,2,3,2,3,1,2,2,3,2,1,2,1,1,2,4,1,2,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,3,2,3,1,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,2,2,4,2,1,1,1,1,3,2,2,1,1,3,3, , , , , , ,2,2,2,2,3,2,3,1,1,4,3, , ,2,4,2,2,2,7,3,3,4,3,1,9,2,2,3,3,1,1,3,2,1,5,2,1,1,1,1,2,12, ,6,2, ,2,9,1,1,4,1,2,3,6,1,4,2,0.8596567
629018,6/5/2020 19:26,6/5/2020 20:55,2,1,2,3,2,3,3,1,3,3,3,2,1,2,2,1,3,4,2,1,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,4,3,1,1,1,1,3,3,2,2,1,3,1,2,1,3,2,2,2,2,2,2,4,1,1,2,1,1,3,2,1,1,,3,3, , , , , , ,2,3,9,2,3,2,3,1,2,4,2,2,3,2,2,2,1,1,7,3,2,5,2,1,1,2, ,2,2,1,2,2,2,1,6,2,1,1,1,1,1,1,2,2,2, ,2,9,1,1,4,1,1,3,6,1,4,2,0.318554485
629131,6/10/2020 2:32,6/10/2020 3:50,2,1,2,3,3,2,2,1,2,2,2,2,1,3,1,1,2,4,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,4,3,4,4,3,2,2,2,3,1,3,1,2,2,1,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,1,1,3,3, , , , , , ,2,5,1,2,4,2,3,1,2,1,1,4,3,1,1,1,1,1,6,1,1,5,2,1,5,3,2,2,1,1,3,2,2,2,3,1,1,3,1,1,2,2,2,6,2, ,2,5,2,3,5,1,2,1,1,1,4,2,0.8722385
629168,6/7/2020 1:49,6/7/2020 2:09,1,1,1,3,3,1,2,2,2,2,3,1,1,1,1,2,2,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,2,3,4,3,2,4,3,1,1,2,1,1,2,1,1,1,1,2,3,2,1,2,2,3,2,4,2,2,3,3,3,1,3,3,3, , , , , , ,2,3,9,2,9,2,3,1,2,4,2,4,3,1,1,,2,4,7,4,1,2,2,1,,3,3,1,1,2,4,4,1,1,5,2,1,1,1,1,1,3,2,2,1, ,1,6,2,1,3,1,1,2,6,1,2,2,0.361147367
6267,6/5/2020 20:48,6/5/2020 21:10,1,1,1,5,2,1,3,3,2,2,3,3,1,1,1,1,2,2,4,4,1,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,5,2,1,2,3,3,3,2,1,3,1,2,1,2,2,2,2,1,1,2,2,2,2,3,2,4,3,3,3,3,4,3,3, , , , , , ,2,2,2,3,9,2,3,3,2,4,2,4,3,4,4,2,2,2,5,4,2,2,2,3,4,1,4,1,1,1,4,4,2,3,2,2,1,1,1,1,3,10, ,5,3,1,1,2,3,3,2,1,2,1,6,1,1,2,4.045211385
630082,6/5/2020 19:21,6/5/2020 19:34,2,1,1,2,1,3,3,3,3,3,3,3,1,2,1,1,1,4,1,4,2,1,2,3,3,3,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,1,2,1,1,2,1,1,3,3,3,3,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,1,1,3,3, , , , , , ,2,1,1,1,3,2,3,1,1,4,2,4,3,1,1,2,1,1,1,2,1,4,2,1,,3,2,3,3,1,1,4,1,1,6,2,1,1,1,1,1,5, ,4,2, ,2,8,1,1,4,1,1,2,6,1,4,2,0.214547684
630169,6/9/2020 16:19,6/9/2020 16:32,2,1,1,3,3,1,2,1,1,2,3,1,4,1,3,4,3,2,2,3,1,2,2,1,1,3,3,2,2,2,2,2,1,2,2,1,3,1,2,3,1,1,3,2,3,3,4,3,3,1,1,3,1,1,2,2,2,1,2,2,3,1,1,2,1,,4,4,1,4,4,3,3,3,1,3,3,3, , , , , , ,2,5,1,1,5,2,3,4,3,4,1,1,1,3,2,2,2,3,7,4,3,2,3,1,,1,,1,1,1,4,1,2,2,3,2,1,1,1,1,1,4,2,1,3,1,1,4,2,3,2,1,1,2,6,1,1,2,1.139456689
630181,6/6/2020 15:10,6/6/2020 15:44,2,1,1,3,1,3,3,3,3,3,3,3,1,2,2,1,2,4,2,3,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,2,1,1,1,3,2,2,3,,3,3,2,1,1,2,1,3,1,1,1,4,3,1,2,1,1,2,3,2,1,3,3,3, , , , , , ,2,3,9,2,3,2,3,1,1,4,2,4,3,2,2,2,1,1,4,3,2,5,2,1,2,2,2,2,1,1,4,4,2,2,3,2,1,1,1,1,1,1,2,5,2, ,2,9,1,1,4,1,1,3,6,1,4,2,0.334860789
630394,6/8/2020 17:45,6/9/2020 16:29,1,1,1,2,4,1,3,3,3,3,3,3,1,2,1,1,3,2,2,4,1,2,2,1,1,3,3,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,3,3,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,3,3,3,3,1,4,3,3, , , , , , ,2,2,2,1,9,2,3,1,1,4,2,4,3,3,3,2,2,3,4,2,3,3,3,3,,3, ,2,1,1,4,4,2,3,2,2,1,1,1,1,1,1,2,6,1, ,1,7,1,1,2,1,1,2,6,1,1,2,1.558339472
630481,6/8/2020 2:00,6/8/2020 2:40,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,4,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,2,4,4,2,3,3,3,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6, , , , , ,5,1,1,5,2,3,1,3,3,3, , ,1,3,2,1,2,2,1,2,4,2,2,7,3,7,3,3,1,1,2,2,1,5,1,1,3,1,1,6,12, ,5,4,2,2,7,1,1,4,1,1,3,5,1,4,2,0.156858968
630595,6/6/2020 19:25,6/6/2020 19:40,1,1,1,1,2,3,2,3,2,3,2,2,1,1,1,1,2,3,1,1,2,1,3,3,3,3,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,4,3,2,2,2,3,2,2,2,3,2,3,2,1,2,1,2,2,2,1,1,4,2,1,2,1,1,2,1,2,1,1,3,3, , , , , , ,2,2,2,2,3,2,3,1,1,4,2,4,2,2,2,1,1,2,2,1,1,4,1,1,7,3,7,2,2,1,4,2,1,1,5,2,1,1,1,1,1,9, ,6,3,2,2,8,1,1,5,1,1,2,6,1,4,2,0.4302304
630736,6/5/2020 17:41,6/5/2020 18:20,2,1,2,2,4,1,3,1,1,2,3,1,2,1,1,2,2,2,2,3,1,2,3,3,3,3,1,2,2,1,2,2,1,2,2,2,1,2,3,3,2,1,3,2,2,3,4,1,2,1,2,3,3,1,3,3,1,1,2,1,1,1,2,1,2,1,4,2,4,1,4,3,3,3,3,1,2,2, , , , , , ,2,1,1,2,4,2,3,1,2,4,2,2,3,1,2,2,2,2,5,1,1,2,2,2,4,2,8,2,2,1,3,4,2,3,2,2,1,1,1,1,1,1,1,2,1, ,1,4,2,1,2,1,1,1,6,1,1,2,1.043858243
630758,6/6/2020 17:43,6/6/2020 17:59,1,1,1,2,2,3,3,3,3,3,3,3,1,2,2,1,1,3,2,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,1,1,3,1,1,2,1,1,2,3,2,2,1,3,1,1,1,1,1,3,3,3,1,1,1,3,4,7, , , , , ,4,2,2,3,2,3,1,2,4,2,4,1,1,1,2,1,1,7,1,2,5,2,2,,2,2,1,1,2,4,3,2,2,3,2,1,1,1,1,1,2,2,4,2, ,2,6,2,3,3,1,2,2,6,1,3,2,1.372382073
630914,6/6/2020 5:31,6/6/2020 5:56,2,1,2,3,4,2,2,1,3,2,2,2,1,1,1,1,2,2,2,2,2,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,2,2,4,3,4,3,1,2,2,2,1,2,3,2,1,3,1,2,2,2,1,1,1,1,2,2,1,2,3,3,3,1,1,3,3, , , , , , ,2,5,1,1,9,3,4,4,3,4,1,1,1,1,1,2,2,3,5,3,4,7,3,1,,1,4,1,1,1,2,1,1,2,3,2,1,1,1,1,6,12, ,6,4,1,1,5,2,3,3,1,2,2,6,1,2,2,4.929665544
631134,6/5/2020 17:42,6/5/2020 17:52,2,1,2,,2,3,2,3,3,3,2,2,1,3,1,1,1,4,2,4,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,4,2,2,3,2,3,3,1,3,3,3,3,2,2,1,1,1,2,2,1,1,4,1,1,3,1,1,3,3,3,1,4,3,3, , , , , , ,2,1,2,2,3,2,3,1,3,4,2,4,3,2,3,2,2,1,7,3,2,5,2,1,3,3,2,1,1,1,3,3,1,1,5,2,1,1,1,1,1,9, ,6,3,2,2,9,1,1,3,1,1,3,6,1,3,2,0.223050614
631155,6/5/2020 17:48,6/5/2020 18:06,2,1,3,4,3,1,2,1,3,2,2,3,2,1,1,1,1,1,3,4,1,2,1,3,2,3,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,4,2,2,3,2,3,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,3,3,1,3,1,3,3,3,3,1,3,3,3, , , , , , ,2,1,1,2,4,2,3,1,1,4,2,3,3,1,4,2,2,3,7,2,1,2,1,1,,3,7,1,2,1,4,2,1,1,6,2,1,1,1,1,1,12, ,4,3,1,1,9,1,1,3,1,1,3,6,1,2,2,0.428843481
631559,6/5/2020 17:42,6/5/2020 18:02,2,1,2,2,2,3,3,3,3,3,3,3,1,2,1,1,2,4,2,4,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,2,1,2,2,3,2,2,2,3,3,3,2,1,2,2,2,2,2,2,1,4,3,2,3,2,2,3,3,3,1,3,1,3,2,3, , , , , ,2,2,2,3,2,3,2,2,4,3, , ,2,3,2,2,1,7,3,2,3,2,1,,3,2,2,3,1,4,3,1,1,5,2,1,1,1,1,1,2,2,3,1, ,1,7,1,2,3,1,2,2,6,1,2,2,1.12444153
631689,6/6/2020 0:44,6/6/2020 1:42,2,1,2,3,2,1,2,1,2,2,3,3,2,1,1,2,2,2,2,,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,4,2,2,4,3,4,4,1,2,2,1,1,1,3,1,1,2,2,2,2,2,2,3,2,2,3,4,3,4,3,3,3,1,3,3,3, , , , , , ,2,5,1,2,4,2,3,2,3,4,2,2,3,2,1,2,2,4,4,3,2,3,2,2,3,3,7,1,1,2,2,3,2,2,4,2,1,1,1,1,3,2,2,2,1, ,1,9,1,1,2,1,1,3,6,1,1,2,0.4113802
6317,6/5/2020 17:52,6/5/2020 18:06,3,1,1,2,1,3,3,3,3,2,3,3,1,1,1,1,1,4,1,3,2,1,2,3,3,3,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,4,1,1,1,1,3,3,3,2,1,3,1,2,1,2,1,1,1,1,1,1,4,1,1,2,1,1,3,3,3,1,3,3,3, , , , , , ,2,3,9,2,4,3,3,1,2,3,2,4,3,1,3,1,1,2,5,1,1,5,2,2,3,3,2,3,2,1,4,4,1,1,6,2,1,1,1,1,1,5, ,6,2, ,2,7,1,1,3,1,1,2,6,1,3,2,0.192245365
632112,6/6/2020 23:22,6/6/2020 23:55,2,1,2,3,4,1,1,2,2,1,1,1,3,1,3,3,2,1,2,3,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,3,3,3,1,1,4,1,1,4,3,3,4,1,2,2,3,3,2,3,2,1,2,2,2,2,2,1,1,1,4,3,4,1,4,3,3,3,1,4,3,3, , , , , , ,1,5,1,3,9,2,3,4,3,3,2,2,3,1,2,2,2,3,5,4,2,3,2,1,6,1,4,1,1,1,2,3,1,2,4,2,4,4,1,1,1,1,1,1,4,1,1,7,1,1,2,1,1,2,6,1,1,2,0.254643807
632232,6/7/2020 23:03,6/7/2020 23:25,1,1,3,3,2,1,1,1,1,2,1,1,1,1,1,2,3,,4,4,2,1,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,3,3,3,3,3,3,1,3,2,1,2,1,3,1,1,2,2,2,2,3,2,2,2,1,2,3,2,3,3,3,3,1,3,3,3, , , , , , ,2,1,1,2,3,2,3,1,2,3,3, , ,3,3,2,2,2,2,2,3,7,3,2,,3,3,1,1,2,2,3,1,1,5,2,1,1,1,1,1,1,1,1,1, ,1,6,2,1,2,1,1,2,6,1,1,2,0.2872065
632259,6/5/2020 17:48,6/5/2020 18:06,2,1,2,3,2,3,2,3,3,3,3,3,1,1,1,1,2,2,2,2,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,3,2,3,2,3,3,3,1,1,1,3,1,2,2,1,2,2,2,2,1,1,2,2,3,1,1,3,3,3,2,3,3,3, , , , , , ,1,3,9,2,5,2,3,1,1,4,2,3,3,2,3,2,1,2,4,4,2,2,2,1,4,3,4,2,2,1,1,4,2,1,6,2,1,1,1,1,1,2,2,1,1, ,1,9,1,1,3,1,1,3,6,1,2,2,0.533817448
632744,6/5/2020 17:40,6/5/2020 17:51,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,,1,1,1,1,1,,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,2,2,2,1,1,2,5,3, , , , , ,4,1,1,5,2,3,2,3,1,2,1,1,2,,1,1,1,1,2,2,2,2,3,4,1,3,1,1,2,2,3,2,3,2,1,5,3,1,1,1,1,1,4,3,2,2,5,2,1,1,1,1,2,1,1,3,2,0.567377735
632751,6/5/2020 20:36,6/5/2020 21:01,2,1,2,3,3,3,3,1,3,2,3,2,1,3,1,1,2,4,2,1,2,1,2,3,3,3,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,4,3,3,3,3,1,2,2,3,1,3,3,1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,3,3,3,1,3,3,3, , , , , , ,2,3,9,2,3,2,3,1,1,2,2,3,3,2,3,2,1,2,5,3,3,5,3,1,3,3,2,2,1,1,3,2,1,1,6,2,2,2,2,6,1,1,1,2,2, ,2,6,2, ,3,1,1,2,6,2,3,2,0.829682082
632956,6/7/2020 17:18,6/7/2020 17:34,1,1,2,2,2,3,3,1,3,2,3,2,1,3,1,1,1,3,2,1,2,1,3,3,3,3,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,3,3,2,2,2,5,1,3,2,2,3,1,3,1,,2,2,3,2,3,2,2,4,1,1,1,1,1,1,2,3,1,1,3,3, , , , , , ,2,2,1,2,3,2,3,1,2,4,2,3,2,2,2,2,2,3,5,2,3,7,3,1,3,2,7,1,1,1,3,2,2,1,5,2,1,1,1,1,1,12, ,6,3,2,2,6,2,1,3,1,2,2,6,1,3,2,0.0855183
633030,6/5/2020 20:21,6/5/2020 20:35,2,1,2,2,1,3,3,2,2,3,3,2,1,2,1,1,2,4,2,1,2,1,2,3,3,3,3,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,4,2,2,4,2,2,2,2,2,2,3,3,2,1,1,1,1,2,2,1,1,4,1,1,3,1,1,3,3,3,1,1,3,3, , , , , , ,2,4,2,1,3,1,3,1,3,4,1,4,2,2,3,2,1,1,7,2,2,4,2,2,3,2,2,1,2,1,3,3,2,1,6,2,1,1,1,1,3,11, ,5,2, ,2,7,1,1,4,1,1,3,6,1,4,2,0.221767177
633032,6/5/2020 17:46,6/6/2020 2:07,2,1,1,4,4,1,2,2,2,2,3,1,1,1,3,3,1,2,2,2,2,2,2,1,3,3,3,2,1,1,1,2,2,2,1,2,1,1,1,3,1,1,4,,2,4,3,4,4,1,,2,,,2,2,1,,2,1,2,3,3,1,2,1,3,2,4,1,3,3,3,3,1,3,3,3, , , , , , ,2,1,1,2,3,2,3,1,1,4,2,5,3,2,4,1,1,2,7,2,2,2,2,1,,2,4,1,1,1,1,3,2,1,6,2,1,1,1,1,5,1,1,2,3,1,1,6,2,1,3,1,1,2,6,1,2,2,0.36124883
633392,6/5/2020 18:25,6/7/2020 17:59,2,1,1,3,2,2,2,1,1,2,2,2,1,3,1,1,3,4,2,1,,1,3,3,3,3,3,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,3,2,4,4,2,2,3,3,3,3,3,3,3,3,2,1,2,3,3,3,2,3,3,4,1,1,1,1,1,3,3,1,1,1,3,3, , , , , , ,2,3,9,3,3,3,3,2,1,4,2,5,3,3,3,2,2,3,3,4,4,7,3,2,,1,8,1,1,1,4,1,2,2,3,2,1,1,1,1,2,12, ,6,4,2,2,5,2,3,3,1,2,1,6,1,3,2,2.853792955
633721,6/7/2020 16:02,6/7/2020 16:15,2,1,1,2,3,3,3,2,2,2,3,2,1,2,1,1,1,3,2,1,2,1,2,3,1,3,3,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,3,3,2,2,3,3,1,2,1,1,3,3,2,1,2,1,1,1,2,2,1,4,1,1,2,1,2,3,3,3,1,3,3,3, , , , , , ,2,4,2,3,3,2,3,1,2,3,2,3,3,1,1,2,2,2,7,2,1,2,2,1,,3,6,1,1,1,3,2,1,1,5,2,1,1,1,1,1,1,2,3,3,1,1,8,1,1,3,1,2,3,6,1,2,2,0.908108693
633723,6/5/2020 17:55,6/5/2020 18:16,2,1,2,3,2,3,3,1,3,2,3,3,1,1,2,2,3,3,3,3,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,3,2,3,2,3,3,1,3,1,2,2,2,1,3,2,3,2,2,1,2,3,2,2,2,3,2,3,3,3,3,3,3,3, , , , , , ,2,2,1,2,1,2,3,1,1,4,2,4,3,3,3,2,2,3,3,4,3,7,3,2,,3,3,1,2,1,2,2,1,1,5,2,4,4,1,1,1,12, ,5,4,2,2,6,2,1,3,1,1,2,6,1,3,2,0.504493052
634161,6/5/2020 18:56,6/5/2020 19:11,2,1,1,2,2,3,3,3,3,2,3,3,1,1,2,1,2,3,2,3,2,1,,3,3,3,3,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,3,4,2,2,3,3,3,3,3,3,1,1,3,1,1,2,1,2,2,1,1,3,3,1,2,3,1,1,3,2,3,1,2,3,3, , , , , , ,2,2,2,2,4,2,3,1,2,4,2,3,3,2,3,1,2,2,4,4,2,2,2,1,2,3,6,2,3,1,4,4,2,1,5,2,1,1,1,1,2,1,2,4,3,,9,2,3,1,3,1,1,1,6,1,9,2,0.410740273
634738,6/7/2020 23:02,6/7/2020 23:36,1,1,1,2,2,1,3,1,1,3,3,1,1,1,1,1,2,3,2,4,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,3,3,1,3,3,2,1,2,3,1,1,3,1,1,2,2,2,2,2,1,3,4,2,4,3,2,2,3,3,3,1,3,3,3, , , , , , ,2,5,1,2,3,3,3,1,2,4,2,2,3,1,2,2,2,2,5,3,3,3,3,2,1,1,2,2,2,1,4,4,2,2,3,2,1,1,1,1,1,1,2,5,1, ,1,,,3,2,1,1,,6,1,1,2,0.927067727
634758,6/5/2020 18:50,6/5/2020 19:10,2,1,2,3,1,3,3,1,3,3,3,2,1,3,2,1,2,4,2,4,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,2,2,1,2,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,1,4,2,2,1,2,1,2,2,2,1,4,3,3, , , , , , ,2,1,2,,3,2,3,1,1,3,2,4,3,2,3,2,1,2,7,2,1,5,2,1,3,2,7,2,2,1,4,4,2,1,6,2,1,1,1,1,1,9, ,6,2, ,2,7,1,1,5,1,1,2,6,1,4,2,0.30800797
634854,6/9/2020 15:09,6/9/2020 16:20,2,1,2,3,3,3,2,1,3,2,3,3,1,3,1,1,2,4,3,2,2,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,4,3,2,2,2,3,2,2,2,1,2,1,2,1,2,2,2,3,2,2,2,4,2,1,2,1,1,3,1,3,1,3,3,3, , , , , , ,2,3,9,2,3,2,3,1,1,4,3, , ,1,1,2,1,2,7,1,1,5,1,1,9,3,1,3,3,1,1,2,2,1,6,2,1,1,1,1,1,12, ,5,2, ,2,9,1,1,4,1,2,3,6,1,4,2,0.908808297
635065,6/5/2020 18:48,6/5/2020 19:01,1,1,2,3,2,3,3,1,3,2,3,2,2,4,1,1,3,4,2,2,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,4,3,2,3,3,3,2,2,3,3,3,1,2,1,2,1,2,2,2,3,1,4,2,1,2,1,1,3,2,3,2,3,3,3, , , , , , ,2,4,2,2,2,2,3,1,2,4,2,4,3,3,3,2,1,2,6,1,2,4,1,1,7,3,7,2,2,1,3,2,2,1,6,2,1,1,1,1,6,1,2,5,2, ,2,9,1,1,3,1,1,3,6,1,3,2,0.313148309
635131,6/9/2020 15:56,6/9/2020 16:11,2,1,1,3,4,1,3,2,2,1,3,1,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,3,2,2,3,2,2,4,4,3,4,1,2,2,2,3,2,3,2,1,2,1,1,1,1,1,1,1,4,2,4,2,4,1,2,3,1,1,2,3, , , , , , ,1,5,1,2,5,2,3,4,2,2,1,1,1,2,2,1,1,3,2,1,2,2,2,,,3,,1,1,1,3,4,2,2,3,2,1,1,1,1,1,1,,1,3,1,1,6,2,1,1,2,1,2,6,1,1,2,1.012608871
635481,6/5/2020 18:36,6/5/2020 18:59,3,1,2,4,4,1,1,1,1,3,3,1,1,1,2,2,2,2,2,4,1,2,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,3,2,4,5,3,2,3,2,1,2,3,2,2,1,1,1,2,2,1,1,1,2,3,4,2,3,3,3,3,3,4,3,3, , , , , , ,2,3,9,2,4,2,3,1,1,4,2,4,3,1,2,2,2,3,5,4,1,2,2,,4,3,2,3,3,1,1,4,1,2,3,2,1,1,1,1,1,2,1,2,1, ,1,6,2,1,2,1,1,2,6,1,1,2,0.707121182
635489,6/5/2020 20:20,6/5/2020 20:45,1,1,2,3,1,3,3,2,3,1,3,3,1,2,1,1,2,3,3,4,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,4,2,1,1,1,2,3,1,2,3,2,3,1,1,2,1,1,1,2,1,2,4,2,1,2,2,1,3,3,3,1,4,3,3, , , , , , ,2,4,2,2,4,3,3,1,1,4,3, , ,1,2,1,1,1,4,2,2,4,2,1,,2,2,2,1,1,3,4,1,1,6,2,1,1,1,1,1,12, ,6,2, ,2,8,1,1,4,1,1,3,6,1,4,2,0.176506021
635736,6/5/2020 23:29,6/5/2020 23:54,3,1,2,3,2,3,3,1,3,3,3,3,1,1,1,1,4,4,3,4,2,1,3,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,3,4,2,1,2,2,3,3,3,2,3,2,3,1,1,2,2,3,3,2,1,3,4,1,2,2,2,1,3,3,3,1,4,3,3, , , , , , ,2,4,2,3,9,3,5,1,2,3,3, , ,2,3,2,2,1,5,4,2,5,2,3,1,1,3,1,2,2,3,3,2,2,4,2,2,2,1,1,6,12, ,6,2, ,2,1,3,1,3,1,2,1,6,1,3,2,2.0130087
